auxiliary/dos/http/novell_file_reporter_heap_bof                                   2012-11-16       normal     No     NFR Agent Heap Overflow Vulnerability
auxiliary/scanner/http/novell_file_reporter_srs_fileaccess                         2012-11-16       normal     No     NFR Agent SRS Record Arbitrary Remote File Access
post/windows/gather/ntds_grabber                                                                    normal     No     NTDS Grabber
auxiliary/scanner/ntp/ntp_req_nonce_dos                                            2014-08-25       normal     No     NTP Mode 6 REQ_NONCE DRDoS Scanner
auxiliary/scanner/ntp/ntp_unsettrap_dos                                            2014-08-25       normal     No     NTP Mode 6 UNSETTRAP DRDoS Scanner
auxiliary/scanner/ntp/ntp_reslist_dos                                              2014-08-25       normal     No     NTP Mode 7 GET_RESTRICT DRDoS Scanner
auxiliary/scanner/ntp/ntp_peer_list_dos                                            2014-08-25       normal     No     NTP Mode 7 PEER_LIST DoS Scanner
auxiliary/scanner/ntp/ntp_peer_list_sum_dos                                        2014-08-25       normal     No     NTP Mode 7 PEER_LIST_SUM DoS Scanner
post/linux/gather/enum_nagios_xi                                                   2018-04-17       normal     No     Nagios XI Enumeration
post/linux/manage/dns_spoofing                                                                      normal     No     Native DNS Spoofing module
auxiliary/scanner/snmp/netopia_enum                                                                 normal     No     Netopia 3347 Cable Modem Wifi Enumeration
auxiliary/admin/http/nexpose_xxe_file_read                                                          normal     No     Nexpose XXE Arbitrary File Read
auxiliary/scanner/http/zenworks_assetmanagement_getconfig                                           normal     No     Novell ZENworks Asset Management 7.5 Configuration Access
auxiliary/scanner/http/zenworks_assetmanagement_fileaccess                                          normal     No     Novell ZENworks Asset Management 7.5 Remote File Access
post/osx/gather/vnc_password_osx                                                                    normal     No     OS X Display Apple VNC Password
post/osx/gather/enum_adium                                                                          normal     No     OS X Gather Adium Enumeration
post/osx/gather/enum_airport                                                                        normal     No     OS X Gather Airport Wireless Preferences
post/osx/gather/enum_chicken_vnc_profile                                                            normal     No     OS X Gather Chicken of the VNC Profile
post/osx/gather/enum_colloquy                                                                       normal     No     OS X Gather Colloquy Enumeration
post/osx/gather/enum_keychain                                                                       normal     No     OS X Gather Keychain Enumeration
post/osx/gather/hashdump                                                                            normal     No     OS X Gather Mac OS X Password Hash Collector
post/osx/gather/enum_osx                                                                            normal     No     OS X Gather Mac OS X System Information Enumeration
post/osx/gather/enum_messages                                                                       normal     No     OS X Gather Messages
post/osx/manage/sonic_pi                                                                            normal     No     OS X Manage Sonic Pi
post/osx/admin/say                                                                                  normal     No     OS X Text to Speech Utility
post/osx/capture/keylog_recorder                                                                    normal     No     OSX Capture Userspace Keylogger
post/osx/gather/autologin_password                                                                  normal     No     OSX Gather Autologin Password as Root
post/osx/gather/safari_lastsession                                                                  normal     No     OSX Gather Safari LastSession.plist
post/osx/manage/record_mic                                                                          normal     No     OSX Manage Record Microphone
post/osx/manage/webcam                                                                              normal     No     OSX Manage Webcam
post/osx/manage/mount_share                                                                         normal     No     OSX Network Share Mounter
post/osx/gather/password_prompt_spoof                                                               normal     No     OSX Password Prompt Spoof
post/osx/capture/screen                                                                             normal     No     OSX Screen Capture
post/osx/manage/vpn                                                                                 normal     No     OSX VPN Manager
post/windows/gather/enum_onedrive                                                                   normal     No     OneDrive Sync Provider Enumeration Module
auxiliary/scanner/wproxy/att_open_proxy                                            2017-08-31       normal     No     Open WAN-to-LAN proxy on AT&T routers
post/multi/manage/open                                                                              normal     No     Open a file or URL on the target computer
exploit/multi/http/openmediavault_cmd_exec                                         2013-10-30       excellent  No     OpenMediaVault Cron Remote Command Execution
post/linux/gather/openvpn_credentials                                                               normal     No     OpenVPN Gather Credentials
auxiliary/admin/http/openbravo_xxe                                                 2013-10-30       normal     No     Openbravo ERP XXE Arbitrary File Read
post/windows/gather/credentials/opera                                                               normal     No     Opera credential gatherer
post/windows/gather/credentials/operamail                                                           normal     No     Operamail credential gatherer
exploit/windows/browser/oracle_autovue_setmarkupmode                               2012-04-18       normal     No     Oracle AutoVue ActiveX Control SetMarkupMode Buffer Overflow
post/windows/manage/peinjector                                                                      normal     No     Peinjector
post/linux/gather/phpmyadmin_credsteal                                                              normal     No     Phpmyadmin credentials stealer
exploit/unix/webapp/piwik_superuser_plugin_upload                                  2017-02-05       excellent  No     Piwik Superuser Plugin Upload
exploit/multi/upnp/libupnp_ssdp_overflow                                           2013-01-29       normal     No     Portable UPnP SDK unique_service_name() Remote Code Execution
post/windows/gather/ntds_location                                                                   normal     No     Post Windows Gather NTDS.DIT Location
post/windows/gather/credentials/postbox                                                             normal     No     Postbox credential gatherer
post/windows/manage/powershell/build_net_code                                      2012-08-14       excellent  No     Powershell .NET Compiler
post/linux/manage/pseudo_shell                                                                      normal     No     Pseudo-Shell Post-Exploitation Module
post/windows/gather/enum_putty_saved_sessions                                                       normal     No     PuTTY Saved Sessions Enumeration Module
post/windows/gather/credentials/qq                                                                  normal     No     QQ credential gatherer
post/hardware/rftransceiver/transmitter                                                             normal     No     RF Transceiver Transmitter
post/windows/gather/credentials/redis_desktop_manager                                               normal     No     RedisDesktopManager credential gatherer
post/multi/recon/reverse_lookup                                                                     normal     No     Reverse Lookup IP Addresses
exploit/multi/http/rails_xml_yaml_code_exec                                        2013-01-07       excellent  No     Ruby on Rails XML Processor YAML Deserialization Code Execution
auxiliary/scanner/http/rails_xml_yaml_scanner                                                       normal     No     Ruby on Rails XML Processor YAML Deserialization Scanner
post/linux/manage/sshkey_persistence                                                                excellent  No     SSH Key Persistence
post/windows/manage/sshkey_persistence                                                              good       No     SSH Key Persistence
post/windows/gather/credentials/safari                                                              normal     No     Safari credential gatherer
exploit/windows/sage/x3_adxsrv_auth_bypass_cmd_exec                                2021-07-07       good       Yes    Sage X3 Administration Service Authentication Bypass Command Execution
auxiliary/scanner/sage/x3_adxsrv_login                                                              normal     No     Sage X3 AdxAdmin Login Scanner
post/multi/gather/saltstack_salt                                                                    normal     No     SaltStack Salt Information Gatherer
post/hardware/automotive/malibu_overheat                                                            normal     No     Sample Module to Flood Temp Gauge on 2006 Malibu
post/hardware/automotive/identifymodules                                                            normal     No     Scan CAN Bus for Diagnostic Modules
post/windows/gather/credentials/seamonkey                                                           normal     No     Seamonkey credential gatherer
post/hardware/zigbee/zstumbler                                                                      normal     No     Sends Beacons to Scan for Active ZigBee Networks
