payload/cmd/windows/powershell/meterpreter/bind_tcp_rc4                                     normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/patchupdllinject/bind_tcp_rc4                                normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/patchupmeterpreter/bind_tcp_rc4                              normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/peinject/bind_tcp_rc4                                        normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/vncinject/bind_tcp_rc4                                       normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/meterpreter/bind_tcp_rc4                                 normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/peinject/bind_tcp_rc4                                    normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/vncinject/bind_tcp_rc4                                   normal     No     Powershell Exec, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/dllinject/bind_tcp                                           normal     No     Powershell Exec, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/meterpreter/bind_tcp                                         normal     No     Powershell Exec, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/patchupdllinject/bind_tcp                                    normal     No     Powershell Exec, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/patchupmeterpreter/bind_tcp                                  normal     No     Powershell Exec, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/peinject/bind_tcp                                            normal     No     Powershell Exec, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/vncinject/bind_tcp                                           normal     No     Powershell Exec, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/x64/meterpreter/bind_tcp_uuid                                normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/x64/peinject/bind_tcp_uuid                                   normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/x64/vncinject/bind_tcp_uuid                                  normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/dllinject/bind_tcp_uuid                                      normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/meterpreter/bind_tcp_uuid                                    normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/patchupdllinject/bind_tcp_uuid                               normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/patchupmeterpreter/bind_tcp_uuid                             normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/peinject/bind_tcp_uuid                                       normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/vncinject/bind_tcp_uuid                                      normal     No     Powershell Exec, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/dns_txt_query_exec                                           normal     No     Powershell Exec, DNS TXT Record Payload Download and Execution
payload/cmd/windows/powershell/dllinject/find_tag                                           normal     No     Powershell Exec, Find Tag Ordinal Stager
payload/cmd/windows/powershell/meterpreter/find_tag                                         normal     No     Powershell Exec, Find Tag Ordinal Stager
payload/cmd/windows/powershell/patchupdllinject/find_tag                                    normal     No     Powershell Exec, Find Tag Ordinal Stager
payload/cmd/windows/powershell/patchupmeterpreter/find_tag                                  normal     No     Powershell Exec, Find Tag Ordinal Stager
payload/cmd/windows/powershell/peinject/find_tag                                            normal     No     Powershell Exec, Find Tag Ordinal Stager
payload/cmd/windows/powershell/vncinject/find_tag                                           normal     No     Powershell Exec, Find Tag Ordinal Stager
payload/cmd/windows/powershell/generic/debug_trap                                           normal     No     Powershell Exec, Generic x86 Debug Trap
payload/cmd/windows/powershell/generic/tight_loop                                           normal     No     Powershell Exec, Generic x86 Tight Loop
payload/cmd/windows/powershell/dllinject/bind_hidden_ipknock_tcp                            normal     No     Powershell Exec, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/meterpreter/bind_hidden_ipknock_tcp                          normal     No     Powershell Exec, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/patchupdllinject/bind_hidden_ipknock_tcp                     normal     No     Powershell Exec, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/patchupmeterpreter/bind_hidden_ipknock_tcp                   normal     No     Powershell Exec, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/peinject/bind_hidden_ipknock_tcp                             normal     No     Powershell Exec, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/vncinject/bind_hidden_ipknock_tcp                            normal     No     Powershell Exec, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/dllinject/bind_hidden_tcp                                    normal     No     Powershell Exec, Hidden Bind TCP Stager
payload/cmd/windows/powershell/meterpreter/bind_hidden_tcp                                  normal     No     Powershell Exec, Hidden Bind TCP Stager
payload/cmd/windows/powershell/patchupdllinject/bind_hidden_tcp                             normal     No     Powershell Exec, Hidden Bind TCP Stager
payload/cmd/windows/powershell/patchupmeterpreter/bind_hidden_tcp                           normal     No     Powershell Exec, Hidden Bind TCP Stager
payload/cmd/windows/powershell/peinject/bind_hidden_tcp                                     normal     No     Powershell Exec, Hidden Bind TCP Stager
payload/cmd/windows/powershell/vncinject/bind_hidden_tcp                                    normal     No     Powershell Exec, Hidden Bind TCP Stager
payload/cmd/windows/powershell/dllinject/reverse_tcp_allports                               normal     No     Powershell Exec, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/meterpreter/reverse_tcp_allports                             normal     No     Powershell Exec, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/patchupdllinject/reverse_tcp_allports                        normal     No     Powershell Exec, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/patchupmeterpreter/reverse_tcp_allports                      normal     No     Powershell Exec, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/peinject/reverse_tcp_allports                                normal     No     Powershell Exec, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/vncinject/reverse_tcp_allports                               normal     No     Powershell Exec, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/dllinject/reverse_http_proxy_pstore                          normal     No     Powershell Exec, Reverse HTTP Stager Proxy
payload/cmd/windows/powershell/meterpreter/reverse_http_proxy_pstore                        normal     No     Powershell Exec, Reverse HTTP Stager Proxy
payload/cmd/windows/powershell/vncinject/reverse_http_proxy_pstore                          normal     No     Powershell Exec, Reverse HTTP Stager Proxy
payload/cmd/windows/powershell/meterpreter/reverse_https_proxy                              normal     No     Powershell Exec, Reverse HTTPS Stager with Support for Custom Proxy
payload/cmd/windows/powershell/dllinject/reverse_hop_http                                   normal     No     Powershell Exec, Reverse Hop HTTP/HTTPS Stager
payload/cmd/windows/powershell/meterpreter/reverse_hop_http                                 normal     No     Powershell Exec, Reverse Hop HTTP/HTTPS Stager
payload/cmd/windows/powershell/vncinject/reverse_hop_http                                   normal     No     Powershell Exec, Reverse Hop HTTP/HTTPS Stager
payload/cmd/windows/powershell/dllinject/reverse_ord_tcp                                    normal     No     Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/meterpreter/reverse_ord_tcp                                  normal     No     Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/patchupdllinject/reverse_ord_tcp                             normal     No     Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/patchupmeterpreter/reverse_ord_tcp                           normal     No     Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/peinject/reverse_ord_tcp                                     normal     No     Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/vncinject/reverse_ord_tcp                                    normal     No     Powershell Exec, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/dllinject/reverse_tcp                                        normal     No     Powershell Exec, Reverse TCP Stager
payload/cmd/windows/powershell/meterpreter/reverse_tcp                                      normal     No     Powershell Exec, Reverse TCP Stager
payload/cmd/windows/powershell/patchupdllinject/reverse_tcp                                 normal     No     Powershell Exec, Reverse TCP Stager
payload/cmd/windows/powershell/patchupmeterpreter/reverse_tcp                               normal     No     Powershell Exec, Reverse TCP Stager
payload/cmd/windows/powershell/peinject/reverse_tcp                                         normal     No     Powershell Exec, Reverse TCP Stager
payload/cmd/windows/powershell/vncinject/reverse_tcp                                        normal     No     Powershell Exec, Reverse TCP Stager
payload/cmd/windows/powershell/dllinject/reverse_tcp_dns                                    normal     No     Powershell Exec, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/meterpreter/reverse_tcp_dns                                  normal     No     Powershell Exec, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/patchupdllinject/reverse_tcp_dns                             normal     No     Powershell Exec, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/patchupmeterpreter/reverse_tcp_dns                           normal     No     Powershell Exec, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/peinject/reverse_tcp_dns                                     normal     No     Powershell Exec, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/vncinject/reverse_tcp_dns                                    normal     No     Powershell Exec, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/dllinject/reverse_ipv6_tcp                                   normal     No     Powershell Exec, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/meterpreter/reverse_ipv6_tcp                                 normal     No     Powershell Exec, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/patchupdllinject/reverse_ipv6_tcp                            normal     No     Powershell Exec, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/patchupmeterpreter/reverse_ipv6_tcp                          normal     No     Powershell Exec, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/peinject/reverse_ipv6_tcp                                    normal     No     Powershell Exec, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/vncinject/reverse_ipv6_tcp                                   normal     No     Powershell Exec, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/dllinject/reverse_nonx_tcp                                   normal     No     Powershell Exec, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/meterpreter/reverse_nonx_tcp                                 normal     No     Powershell Exec, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/patchupdllinject/reverse_nonx_tcp                            normal     No     Powershell Exec, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/patchupmeterpreter/reverse_nonx_tcp                          normal     No     Powershell Exec, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/peinject/reverse_nonx_tcp                                    normal     No     Powershell Exec, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/vncinject/reverse_nonx_tcp                                   normal     No     Powershell Exec, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/dllinject/reverse_tcp_rc4_dns                                normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/meterpreter/reverse_tcp_rc4_dns                              normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/patchupdllinject/reverse_tcp_rc4_dns                         normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/patchupmeterpreter/reverse_tcp_rc4_dns                       normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/peinject/reverse_tcp_rc4_dns                                 normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/vncinject/reverse_tcp_rc4_dns                                normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/dllinject/reverse_tcp_rc4                                    normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/meterpreter/reverse_tcp_rc4                                  normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/patchupdllinject/reverse_tcp_rc4                             normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/patchupmeterpreter/reverse_tcp_rc4                           normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/peinject/reverse_tcp_rc4                                     normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/vncinject/reverse_tcp_rc4                                    normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/meterpreter/reverse_tcp_rc4                              normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/peinject/reverse_tcp_rc4                                 normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/vncinject/reverse_tcp_rc4                                normal     No     Powershell Exec, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/dllinject/reverse_tcp_uuid                                   normal     No     Powershell Exec, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/meterpreter/reverse_tcp_uuid                                 normal     No     Powershell Exec, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/patchupdllinject/reverse_tcp_uuid                            normal     No     Powershell Exec, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/patchupmeterpreter/reverse_tcp_uuid                          normal     No     Powershell Exec, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/peinject/reverse_tcp_uuid                                    normal     No     Powershell Exec, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/vncinject/reverse_tcp_uuid                                   normal     No     Powershell Exec, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/x64/meterpreter/reverse_tcp_uuid                             normal     No     Powershell Exec, Reverse TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/x64/peinject/reverse_tcp_uuid                                normal     No     Powershell Exec, Reverse TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/x64/vncinject/reverse_tcp_uuid                               normal     No     Powershell Exec, Reverse TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/shell/bind_ipv6_tcp                                          normal     No     Powershell Exec, Windows Command Shell, Bind IPv6 TCP Stager (Windows x86)
payload/cmd/windows/powershell/shell/bind_ipv6_tcp_uuid                                     normal     No     Powershell Exec, Windows Command Shell, Bind IPv6 TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/shell_bind_tcp                                               normal     No     Powershell Exec, Windows Command Shell, Bind TCP Inline
payload/cmd/windows/powershell/shell/bind_nonx_tcp                                          normal     No     Powershell Exec, Windows Command Shell, Bind TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/shell/bind_tcp_rc4                                           normal     No     Powershell Exec, Windows Command Shell, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/shell/bind_tcp                                               normal     No     Powershell Exec, Windows Command Shell, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/shell/bind_tcp_uuid                                          normal     No     Powershell Exec, Windows Command Shell, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/encrypted_shell/reverse_tcp                                  normal     No     Powershell Exec, Windows Command Shell, Encrypted Reverse TCP Stager
payload/cmd/windows/powershell/x64/encrypted_shell/reverse_tcp                              normal     No     Powershell Exec, Windows Command Shell, Encrypted Reverse TCP Stager
payload/cmd/windows/powershell/shell/find_tag                                               normal     No     Powershell Exec, Windows Command Shell, Find Tag Ordinal Stager
payload/cmd/windows/powershell/shell/bind_hidden_ipknock_tcp                                normal     No     Powershell Exec, Windows Command Shell, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/shell_hidden_bind_tcp                                        normal     No     Powershell Exec, Windows Command Shell, Hidden Bind TCP Inline
payload/cmd/windows/powershell/shell/bind_hidden_tcp                                        normal     No     Powershell Exec, Windows Command Shell, Hidden Bind TCP Stager
payload/cmd/windows/powershell/shell/reverse_tcp_allports                                   normal     No     Powershell Exec, Windows Command Shell, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/shell/reverse_ord_tcp                                        normal     No     Powershell Exec, Windows Command Shell, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/shell_reverse_tcp                                            normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Inline
payload/cmd/windows/powershell/shell/reverse_tcp                                            normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Stager
payload/cmd/windows/powershell/shell/reverse_tcp_dns                                        normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/shell/reverse_ipv6_tcp                                       normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/shell/reverse_nonx_tcp                                       normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/shell/reverse_tcp_rc4_dns                                    normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/shell/reverse_tcp_rc4                                        normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/shell/reverse_tcp_uuid                                       normal     No     Powershell Exec, Windows Command Shell, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/shell/reverse_udp                                            normal     No     Powershell Exec, Windows Command Shell, Reverse UDP Stager with UUID Support
payload/cmd/windows/powershell/shell/bind_named_pipe                                        normal     No     Powershell Exec, Windows Command Shell, Windows x86 Bind Named Pipe Stager
payload/cmd/windows/powershell/shell_bind_tcp_xpfw                                          normal     No     Powershell Exec, Windows Disable Windows ICF, Command Shell, Bind TCP Inline
payload/cmd/windows/powershell/download_exec                                                normal     No     Powershell Exec, Windows Executable Download (http,https,ftp) and Execute
payload/cmd/windows/powershell/messagebox                                                   normal     No     Powershell Exec, Windows MessageBox
payload/cmd/windows/powershell/x64/messagebox                                               normal     No     Powershell Exec, Windows MessageBox x64
payload/cmd/windows/powershell/metsvc_bind_tcp                                              normal     No     Powershell Exec, Windows Meterpreter Service, Bind TCP
payload/cmd/windows/powershell/metsvc_reverse_tcp                                           normal     No     Powershell Exec, Windows Meterpreter Service, Reverse TCP Inline
payload/cmd/windows/powershell/dllinject/reverse_winhttp                                    normal     No     Powershell Exec, Windows Reverse HTTP Stager (winhttp)
payload/cmd/windows/powershell/meterpreter/reverse_winhttp                                  normal     No     Powershell Exec, Windows Reverse HTTP Stager (winhttp)
payload/cmd/windows/powershell/vncinject/reverse_winhttp                                    normal     No     Powershell Exec, Windows Reverse HTTP Stager (winhttp)
payload/cmd/windows/powershell/dllinject/reverse_http                                       normal     No     Powershell Exec, Windows Reverse HTTP Stager (wininet)
payload/cmd/windows/powershell/meterpreter/reverse_http                                     normal     No     Powershell Exec, Windows Reverse HTTP Stager (wininet)
payload/cmd/windows/powershell/vncinject/reverse_http                                       normal     No     Powershell Exec, Windows Reverse HTTP Stager (wininet)
payload/cmd/windows/powershell/meterpreter/reverse_winhttps                                 normal     No     Powershell Exec, Windows Reverse HTTPS Stager (winhttp)
payload/cmd/windows/powershell/meterpreter/reverse_https                                    normal     No     Powershell Exec, Windows Reverse HTTPS Stager (wininet)
payload/cmd/windows/powershell/upexec/bind_ipv6_tcp                                         normal     No     Powershell Exec, Windows Upload/Execute, Bind IPv6 TCP Stager (Windows x86)
payload/cmd/windows/powershell/upexec/bind_ipv6_tcp_uuid                                    normal     No     Powershell Exec, Windows Upload/Execute, Bind IPv6 TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/upexec/bind_nonx_tcp                                         normal     No     Powershell Exec, Windows Upload/Execute, Bind TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/upexec/bind_tcp_rc4                                          normal     No     Powershell Exec, Windows Upload/Execute, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/upexec/bind_tcp                                              normal     No     Powershell Exec, Windows Upload/Execute, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/upexec/bind_tcp_uuid                                         normal     No     Powershell Exec, Windows Upload/Execute, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/upexec/find_tag                                              normal     No     Powershell Exec, Windows Upload/Execute, Find Tag Ordinal Stager
payload/cmd/windows/powershell/upexec/bind_hidden_ipknock_tcp                               normal     No     Powershell Exec, Windows Upload/Execute, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/upexec/bind_hidden_tcp                                       normal     No     Powershell Exec, Windows Upload/Execute, Hidden Bind TCP Stager
payload/cmd/windows/powershell/upexec/reverse_tcp_allports                                  normal     No     Powershell Exec, Windows Upload/Execute, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/upexec/reverse_ord_tcp                                       normal     No     Powershell Exec, Windows Upload/Execute, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/upexec/reverse_tcp                                           normal     No     Powershell Exec, Windows Upload/Execute, Reverse TCP Stager
payload/cmd/windows/powershell/upexec/reverse_tcp_dns                                       normal     No     Powershell Exec, Windows Upload/Execute, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/upexec/reverse_ipv6_tcp                                      normal     No     Powershell Exec, Windows Upload/Execute, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/upexec/reverse_nonx_tcp                                      normal     No     Powershell Exec, Windows Upload/Execute, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/upexec/reverse_tcp_rc4_dns                                   normal     No     Powershell Exec, Windows Upload/Execute, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/upexec/reverse_tcp_rc4                                       normal     No     Powershell Exec, Windows Upload/Execute, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/upexec/reverse_tcp_uuid                                      normal     No     Powershell Exec, Windows Upload/Execute, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/upexec/reverse_udp                                           normal     No     Powershell Exec, Windows Upload/Execute, Reverse UDP Stager with UUID Support
payload/cmd/windows/powershell/upexec/bind_named_pipe                                       normal     No     Powershell Exec, Windows Upload/Execute, Windows x86 Bind Named Pipe Stager
payload/cmd/windows/powershell/custom/bind_ipv6_tcp                                         normal     No     Powershell Exec, Windows shellcode stage, Bind IPv6 TCP Stager (Windows x86)
payload/cmd/windows/powershell/custom/bind_ipv6_tcp_uuid                                    normal     No     Powershell Exec, Windows shellcode stage, Bind IPv6 TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/custom/bind_nonx_tcp                                         normal     No     Powershell Exec, Windows shellcode stage, Bind TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/custom/bind_tcp_rc4                                          normal     No     Powershell Exec, Windows shellcode stage, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/custom/bind_tcp_rc4                                      normal     No     Powershell Exec, Windows shellcode stage, Bind TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/custom/bind_tcp                                              normal     No     Powershell Exec, Windows shellcode stage, Bind TCP Stager (Windows x86)
payload/cmd/windows/powershell/x64/custom/bind_tcp_uuid                                     normal     No     Powershell Exec, Windows shellcode stage, Bind TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/custom/bind_tcp_uuid                                         normal     No     Powershell Exec, Windows shellcode stage, Bind TCP Stager with UUID Support (Windows x86)
payload/cmd/windows/powershell/custom/find_tag                                              normal     No     Powershell Exec, Windows shellcode stage, Find Tag Ordinal Stager
payload/cmd/windows/powershell/custom/bind_hidden_ipknock_tcp                               normal     No     Powershell Exec, Windows shellcode stage, Hidden Bind Ipknock TCP Stager
payload/cmd/windows/powershell/custom/bind_hidden_tcp                                       normal     No     Powershell Exec, Windows shellcode stage, Hidden Bind TCP Stager
payload/cmd/windows/powershell/custom/reverse_tcp_allports                                  normal     No     Powershell Exec, Windows shellcode stage, Reverse All-Port TCP Stager
payload/cmd/windows/powershell/custom/reverse_http_proxy_pstore                             normal     No     Powershell Exec, Windows shellcode stage, Reverse HTTP Stager Proxy
payload/cmd/windows/powershell/custom/reverse_https_proxy                                   normal     No     Powershell Exec, Windows shellcode stage, Reverse HTTPS Stager with Support for Custom Proxy
payload/cmd/windows/powershell/custom/reverse_hop_http                                      normal     No     Powershell Exec, Windows shellcode stage, Reverse Hop HTTP/HTTPS Stager
payload/cmd/windows/powershell/custom/reverse_ord_tcp                                       normal     No     Powershell Exec, Windows shellcode stage, Reverse Ordinal TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/custom/reverse_tcp                                           normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager
payload/cmd/windows/powershell/custom/reverse_tcp_dns                                       normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager (DNS)
payload/cmd/windows/powershell/custom/reverse_ipv6_tcp                                      normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager (IPv6)
payload/cmd/windows/powershell/custom/reverse_nonx_tcp                                      normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager (No NX or Win7)
payload/cmd/windows/powershell/custom/reverse_tcp_rc4_dns                                   normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager (RC4 Stage Encryption DNS, Metasm)
payload/cmd/windows/powershell/custom/reverse_tcp_rc4                                       normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/x64/custom/reverse_tcp_rc4                                   normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager (RC4 Stage Encryption, Metasm)
payload/cmd/windows/powershell/custom/reverse_tcp_uuid                                      normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager with UUID Support
payload/cmd/windows/powershell/x64/custom/reverse_tcp_uuid                                  normal     No     Powershell Exec, Windows shellcode stage, Reverse TCP Stager with UUID Support (Windows x64)
payload/cmd/windows/powershell/custom/reverse_udp                                           normal     No     Powershell Exec, Windows shellcode stage, Reverse UDP Stager with UUID Support
payload/cmd/windows/powershell/custom/reverse_winhttp                                       normal     No     Powershell Exec, Windows shellcode stage, Windows Reverse HTTP Stager (winhttp)
payload/cmd/windows/powershell/custom/reverse_http                                          normal     No     Powershell Exec, Windows shellcode stage, Windows Reverse HTTP Stager (wininet)
payload/cmd/windows/powershell/custom/reverse_winhttps                                      normal     No     Powershell Exec, Windows shellcode stage, Windows Reverse HTTPS Stager (winhttp)
payload/cmd/windows/powershell/custom/reverse_https                                         normal     No     Powershell Exec, Windows shellcode stage, Windows Reverse HTTPS Stager (wininet)
payload/cmd/windows/powershell/x64/custom/bind_named_pipe                                   normal     No     Powershell Exec, Windows shellcode stage, Windows x64 Bind Named Pipe Stager
payload/cmd/windows/powershell/x64/custom/bind_tcp                                          normal     No     Powershell Exec, Windows shellcode stage, Windows x64 Bind TCP Stager
payload/cmd/windows/powershell/x64/custom/bind_ipv6_tcp                                     normal     No     Powershell Exec, Windows shellcode stage, Windows x64 IPv6 Bind TCP Stager
payload/cmd/windows/powershell/x64/custom/bind_ipv6_tcp_uuid                                normal     No     Powershell Exec, Windows shellcode stage, Windows x64 IPv6 Bind TCP Stager with UUID Support
